STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00411395,"CAMP VERDE, TX US",03-17-03,0,,
USC00411395,"CAMP VERDE, TX US",03-18-03,0.44,,
USC00411395,"CAMP VERDE, TX US",03-19-03,0,,
USC00411395,"CAMP VERDE, TX US",03-20-03,0,,
USC00411395,"CAMP VERDE, TX US",03-21-03,0,,
USC00411395,"CAMP VERDE, TX US",03-22-03,0.44,,
USC00411395,"CAMP VERDE, TX US",03-23-03,0.45,,
USC00411395,"CAMP VERDE, TX US",03-24-03,0,,
USC00411395,"CAMP VERDE, TX US",03-25-03,0,,
USC00411395,"CAMP VERDE, TX US",03-26-03,0.9,,
USC00411395,"CAMP VERDE, TX US",03-27-03,0,,
USC00411395,"CAMP VERDE, TX US",03-28-03,0,,
USC00411395,"CAMP VERDE, TX US",03-29-03,0,,
USC00411395,"CAMP VERDE, TX US",03-30-03,0,,
USC00411395,"CAMP VERDE, TX US",03-31-03,0,,
USC00411395,"CAMP VERDE, TX US",04-01-03,0,,
USC00411395,"CAMP VERDE, TX US",04-02-03,0,,
USC00411395,"CAMP VERDE, TX US",04-03-03,0,,
USC00411395,"CAMP VERDE, TX US",04-04-03,0,,
USC00411395,"CAMP VERDE, TX US",04-05-03,0,,
USC00411395,"CAMP VERDE, TX US",04-06-03,0,,
USC00411395,"CAMP VERDE, TX US",04-07-03,0,,
USC00411395,"CAMP VERDE, TX US",04-08-03,0,,
USC00411395,"CAMP VERDE, TX US",04-09-03,0,,
USC00411395,"CAMP VERDE, TX US",04-10-03,0,,
USC00411395,"CAMP VERDE, TX US",04-11-03,0,,
USC00411395,"CAMP VERDE, TX US",04-12-03,0,,
USC00411395,"CAMP VERDE, TX US",04-13-03,0,,
USC00411395,"CAMP VERDE, TX US",04-14-03,0,,
USC00411395,"CAMP VERDE, TX US",04-15-03,0,,
USC00411395,"CAMP VERDE, TX US",04-16-03,0,,
USC00411395,"CAMP VERDE, TX US",04-17-03,0,,
USC00411395,"CAMP VERDE, TX US",04-18-03,0,,
USC00411395,"CAMP VERDE, TX US",04-19-03,0,,
USC00411395,"CAMP VERDE, TX US",04-20-03,0,,
USC00411395,"CAMP VERDE, TX US",04-21-03,0,,
USC00411395,"CAMP VERDE, TX US",04-22-03,0,,
USC00411395,"CAMP VERDE, TX US",04-23-03,0,,
USC00411395,"CAMP VERDE, TX US",04-24-03,0,,
USC00411395,"CAMP VERDE, TX US",04-25-03,0,,
USC00411395,"CAMP VERDE, TX US",04-26-03,0,,
USC00411395,"CAMP VERDE, TX US",04-27-03,0,,
USC00411395,"CAMP VERDE, TX US",04-28-03,0,,
USC00411395,"CAMP VERDE, TX US",04-29-03,0,,
USC00411395,"CAMP VERDE, TX US",04-30-03,0,,
USC00411395,"CAMP VERDE, TX US",05-01-03,0,,
USC00411395,"CAMP VERDE, TX US",05-02-03,0,,
USC00411395,"CAMP VERDE, TX US",05-03-03,0,,
USC00411395,"CAMP VERDE, TX US",05-04-03,0,,
USC00411395,"CAMP VERDE, TX US",05-05-03,0,,
USC00411395,"CAMP VERDE, TX US",05-06-03,0,,
USC00411395,"CAMP VERDE, TX US",05-07-03,0,,
USC00411395,"CAMP VERDE, TX US",05-08-03,0,,
USC00411395,"CAMP VERDE, TX US",05-09-03,0,,
USC00411395,"CAMP VERDE, TX US",05-10-03,0,,
USC00411395,"CAMP VERDE, TX US",05-11-03,0,,
USC00411395,"CAMP VERDE, TX US",05-12-03,0,,
USC00411395,"CAMP VERDE, TX US",05-13-03,0,,
USC00411395,"CAMP VERDE, TX US",05-14-03,0,,
USC00411395,"CAMP VERDE, TX US",05-15-03,0,,
USC00411395,"CAMP VERDE, TX US",05-16-03,0,,
USC00411395,"CAMP VERDE, TX US",05-17-03,0,,
USC00411395,"CAMP VERDE, TX US",05-18-03,0,,
USC00411395,"CAMP VERDE, TX US",05-19-03,0,,
USC00411395,"CAMP VERDE, TX US",05-20-03,0,,
USC00411395,"CAMP VERDE, TX US",05-21-03,0,,
USC00411395,"CAMP VERDE, TX US",05-22-03,0,,
USC00411395,"CAMP VERDE, TX US",05-23-03,0,,
USC00411395,"CAMP VERDE, TX US",05-24-03,0,,
USC00411395,"CAMP VERDE, TX US",05-25-03,0,,
USC00411395,"CAMP VERDE, TX US",05-26-03,0.8,,
USC00411395,"CAMP VERDE, TX US",05-27-03,0,,
USC00411395,"CAMP VERDE, TX US",05-28-03,0,,
USC00411395,"CAMP VERDE, TX US",05-29-03,0,,
USC00411395,"CAMP VERDE, TX US",05-30-03,0,,
USC00411395,"CAMP VERDE, TX US",05-31-03,0,,
USC00411395,"CAMP VERDE, TX US",06-01-03,0,,
USC00411395,"CAMP VERDE, TX US",06-02-03,0,,
USC00411395,"CAMP VERDE, TX US",06-03-03,0,,
USC00411395,"CAMP VERDE, TX US",06-04-03,1.3,,
USC00411395,"CAMP VERDE, TX US",06-05-03,1.92,,
USC00411395,"CAMP VERDE, TX US",06-06-03,0.05,,
USC00411395,"CAMP VERDE, TX US",06-07-03,0,,
USC00411395,"CAMP VERDE, TX US",06-08-03,0,,
USC00411395,"CAMP VERDE, TX US",06-09-03,0,,
USC00411395,"CAMP VERDE, TX US",06-10-03,1.22,,
USC00411395,"CAMP VERDE, TX US",06-11-03,0.26,,
USC00411395,"CAMP VERDE, TX US",06-12-03,0,,
USC00411395,"CAMP VERDE, TX US",06-13-03,0.27,,
USC00411395,"CAMP VERDE, TX US",06-14-03,0,,
USC00411395,"CAMP VERDE, TX US",06-15-03,0.67,,
USC00411395,"CAMP VERDE, TX US",06-16-03,0,,
USC00411395,"CAMP VERDE, TX US",06-17-03,0,,
USC00411395,"CAMP VERDE, TX US",06-18-03,0,,
USC00411395,"CAMP VERDE, TX US",06-19-03,0,,
USC00411395,"CAMP VERDE, TX US",06-20-03,0,,
USC00411395,"CAMP VERDE, TX US",06-21-03,0,,
USC00411395,"CAMP VERDE, TX US",06-22-03,0,,
USC00411395,"CAMP VERDE, TX US",06-23-03,0,,
USC00411395,"CAMP VERDE, TX US",06-24-03,0,,
USC00411395,"CAMP VERDE, TX US",06-25-03,0,,
USC00411395,"CAMP VERDE, TX US",06-26-03,0,,
USC00411395,"CAMP VERDE, TX US",06-27-03,0,,
USC00411395,"CAMP VERDE, TX US",06-28-03,0,,
USC00411395,"CAMP VERDE, TX US",06-29-03,0,,
USC00411395,"CAMP VERDE, TX US",06-30-03,0,,
USC00411395,"CAMP VERDE, TX US",07-01-03,0,,
USC00411395,"CAMP VERDE, TX US",07-02-03,0,,
USC00411395,"CAMP VERDE, TX US",07-03-03,0,,
USC00411395,"CAMP VERDE, TX US",07-04-03,0,,
USC00411395,"CAMP VERDE, TX US",07-05-03,1.18,,
USC00411395,"CAMP VERDE, TX US",07-06-03,1.32,,
USC00411395,"CAMP VERDE, TX US",07-07-03,0,,
USC00411395,"CAMP VERDE, TX US",07-08-03,0.72,,
USC00411395,"CAMP VERDE, TX US",07-09-03,0,,
USC00411395,"CAMP VERDE, TX US",07-10-03,0,,
USC00411395,"CAMP VERDE, TX US",07-11-03,0,,
USC00411395,"CAMP VERDE, TX US",07-12-03,0,,
USC00411395,"CAMP VERDE, TX US",07-13-03,0,,
USC00411395,"CAMP VERDE, TX US",07-14-03,0,,
USC00411395,"CAMP VERDE, TX US",07-15-03,0,,
USC00411395,"CAMP VERDE, TX US",07-16-03,0,,
USC00411395,"CAMP VERDE, TX US",07-17-03,0.53,,
USC00411395,"CAMP VERDE, TX US",07-18-03,0.05,,
USC00411395,"CAMP VERDE, TX US",07-19-03,0,,
USC00411395,"CAMP VERDE, TX US",07-20-03,0,,
USC00411395,"CAMP VERDE, TX US",07-21-03,0,,
USC00411395,"CAMP VERDE, TX US",07-22-03,0,,
USC00411395,"CAMP VERDE, TX US",07-23-03,0.55,,
USC00411395,"CAMP VERDE, TX US",07-24-03,0,,
USC00411395,"CAMP VERDE, TX US",07-25-03,0,,
USC00411395,"CAMP VERDE, TX US",07-26-03,0,,
USC00411395,"CAMP VERDE, TX US",07-27-03,0,,
USC00411395,"CAMP VERDE, TX US",07-28-03,0.62,,
USC00411395,"CAMP VERDE, TX US",07-29-03,0,,
USC00411395,"CAMP VERDE, TX US",07-30-03,0,,
USC00411395,"CAMP VERDE, TX US",07-31-03,0,,
USC00411395,"CAMP VERDE, TX US",08-01-03,0,,
USC00411395,"CAMP VERDE, TX US",08-02-03,0,,
USC00411395,"CAMP VERDE, TX US",08-03-03,0,,
USC00411395,"CAMP VERDE, TX US",08-04-03,0,,
USC00411395,"CAMP VERDE, TX US",08-05-03,0,,
USC00411395,"CAMP VERDE, TX US",08-06-03,0,,
USC00411395,"CAMP VERDE, TX US",08-07-03,0,,
USC00411395,"CAMP VERDE, TX US",08-08-03,0,,
USC00411395,"CAMP VERDE, TX US",08-09-03,0,,
USC00411395,"CAMP VERDE, TX US",08-10-03,1.58,,
USC00411395,"CAMP VERDE, TX US",08-11-03,0,,
USC00411395,"CAMP VERDE, TX US",08-12-03,0.45,,
USC00411395,"CAMP VERDE, TX US",08-13-03,0.11,,
USC00411395,"CAMP VERDE, TX US",08-14-03,0,,
USC00411395,"CAMP VERDE, TX US",08-15-03,0,,
USC00411395,"CAMP VERDE, TX US",08-16-03,0,,
USC00411395,"CAMP VERDE, TX US",08-17-03,0,,
USC00411395,"CAMP VERDE, TX US",08-18-03,0,,
USC00411395,"CAMP VERDE, TX US",08-19-03,0,,
USC00411395,"CAMP VERDE, TX US",08-20-03,0,,
USC00411395,"CAMP VERDE, TX US",08-21-03,0,,
USC00411395,"CAMP VERDE, TX US",08-22-03,0,,
USC00411395,"CAMP VERDE, TX US",08-23-03,0,,
USC00411395,"CAMP VERDE, TX US",08-24-03,0,,
USC00411395,"CAMP VERDE, TX US",08-25-03,0,,
USC00411395,"CAMP VERDE, TX US",08-26-03,0,,
USC00411395,"CAMP VERDE, TX US",08-27-03,0,,
USC00411395,"CAMP VERDE, TX US",08-28-03,0,,
USC00411395,"CAMP VERDE, TX US",08-29-03,0,,
USC00411395,"CAMP VERDE, TX US",08-30-03,0,,
USC00411395,"CAMP VERDE, TX US",08-31-03,1.94,,
USC00411395,"CAMP VERDE, TX US",09-01-03,0.24,,
USC00411395,"CAMP VERDE, TX US",09-02-03,0,,
USC00411395,"CAMP VERDE, TX US",09-03-03,0,,
USC00411395,"CAMP VERDE, TX US",09-04-03,0,,
USC00411395,"CAMP VERDE, TX US",09-05-03,0,,
USC00411395,"CAMP VERDE, TX US",09-06-03,0,,
USC00411395,"CAMP VERDE, TX US",09-07-03,0,,
USC00411395,"CAMP VERDE, TX US",09-08-03,0,,
USC00411395,"CAMP VERDE, TX US",09-09-03,0,,
USC00411395,"CAMP VERDE, TX US",09-10-03,0,,
USC00411395,"CAMP VERDE, TX US",09-11-03,0,,
USC00411395,"CAMP VERDE, TX US",09-12-03,2.18,,
USC00411395,"CAMP VERDE, TX US",09-13-03,0,,
USC00411395,"CAMP VERDE, TX US",09-14-03,0,,
USC00411395,"CAMP VERDE, TX US",09-15-03,0.41,,
USC00411395,"CAMP VERDE, TX US",09-16-03,0,,
USC00411395,"CAMP VERDE, TX US",09-17-03,0,,
USC00411395,"CAMP VERDE, TX US",09-18-03,0.5,,
USC00411395,"CAMP VERDE, TX US",09-19-03,0,,
USC00411395,"CAMP VERDE, TX US",09-20-03,0,,
USC00411395,"CAMP VERDE, TX US",09-21-03,0.55,,
USC00411395,"CAMP VERDE, TX US",09-22-03,0,,
USC00411395,"CAMP VERDE, TX US",09-23-03,0,,
USC00411395,"CAMP VERDE, TX US",09-24-03,0,,
USC00411395,"CAMP VERDE, TX US",09-25-03,0,,
USC00411395,"CAMP VERDE, TX US",09-26-03,0,,
USC00411395,"CAMP VERDE, TX US",09-27-03,0.38,,
USC00411395,"CAMP VERDE, TX US",09-28-03,0,,
USC00411395,"CAMP VERDE, TX US",09-29-03,0,,
USC00411395,"CAMP VERDE, TX US",09-30-03,0,,
USC00411395,"CAMP VERDE, TX US",10-01-03,0,,
USC00411395,"CAMP VERDE, TX US",10-02-03,0,,
USC00411395,"CAMP VERDE, TX US",10-03-03,0,,
USC00411395,"CAMP VERDE, TX US",10-04-03,0,,
USC00411395,"CAMP VERDE, TX US",10-05-03,0,,
USC00411395,"CAMP VERDE, TX US",10-06-03,0,,
USC00411395,"CAMP VERDE, TX US",10-07-03,0.16,,
USC00411395,"CAMP VERDE, TX US",10-08-03,0,,
USC00411395,"CAMP VERDE, TX US",10-09-03,0.15,,
USC00411395,"CAMP VERDE, TX US",10-10-03,1.17,,
USC00411395,"CAMP VERDE, TX US",10-11-03,0,,
USC00411395,"CAMP VERDE, TX US",10-12-03,2.07,,
USC00411395,"CAMP VERDE, TX US",10-13-03,0,,
USC00411395,"CAMP VERDE, TX US",10-14-03,0,,
USC00411395,"CAMP VERDE, TX US",10-15-03,0,,
USC00411395,"CAMP VERDE, TX US",10-16-03,0,,
USC00411395,"CAMP VERDE, TX US",10-17-03,0,,
USC00411395,"CAMP VERDE, TX US",10-18-03,0,,
USC00411395,"CAMP VERDE, TX US",10-19-03,0,,
USC00411395,"CAMP VERDE, TX US",10-20-03,0,,
USC00411395,"CAMP VERDE, TX US",10-21-03,0,,
USC00411395,"CAMP VERDE, TX US",10-22-03,0,,
USC00411395,"CAMP VERDE, TX US",10-23-03,0,,
USC00411395,"CAMP VERDE, TX US",10-24-03,0,,
USC00411395,"CAMP VERDE, TX US",10-25-03,0,,
USC00411395,"CAMP VERDE, TX US",10-26-03,0,,
USC00411395,"CAMP VERDE, TX US",10-27-03,0,,
USC00411395,"CAMP VERDE, TX US",10-28-03,0,,
USC00411395,"CAMP VERDE, TX US",10-29-03,0,,
USC00411395,"CAMP VERDE, TX US",10-30-03,0,,
USC00411395,"CAMP VERDE, TX US",10-31-03,0,,
USC00411395,"CAMP VERDE, TX US",11-01-03,0,,
USC00411395,"CAMP VERDE, TX US",11-02-03,0,,
USC00411395,"CAMP VERDE, TX US",11-03-03,0,,
USC00411395,"CAMP VERDE, TX US",11-04-03,0,,
USC00411395,"CAMP VERDE, TX US",11-05-03,0,,
USC00411395,"CAMP VERDE, TX US",11-06-03,0,,
USC00411395,"CAMP VERDE, TX US",11-07-03,0.37,,
USC00411395,"CAMP VERDE, TX US",11-08-03,0,,
USC00411395,"CAMP VERDE, TX US",11-09-03,0.12,,
USC00411395,"CAMP VERDE, TX US",11-10-03,0,,
USC00411395,"CAMP VERDE, TX US",11-11-03,0,,
USC00411395,"CAMP VERDE, TX US",11-12-03,0,,
USC00411395,"CAMP VERDE, TX US",11-13-03,0,,
USC00411395,"CAMP VERDE, TX US",11-14-03,0,,
USC00411395,"CAMP VERDE, TX US",11-15-03,0,,
USC00411395,"CAMP VERDE, TX US",11-16-03,0,,
USC00411395,"CAMP VERDE, TX US",11-17-03,0,,
USC00411395,"CAMP VERDE, TX US",11-18-03,0,,
USC00411395,"CAMP VERDE, TX US",11-19-03,0,,
USC00411395,"CAMP VERDE, TX US",11-20-03,0,,
USC00411395,"CAMP VERDE, TX US",11-21-03,0,,
USC00411395,"CAMP VERDE, TX US",11-22-03,0,,
USC00411395,"CAMP VERDE, TX US",11-23-03,0,,
USC00411395,"CAMP VERDE, TX US",11-24-03,0,,
USC00411395,"CAMP VERDE, TX US",11-25-03,0,,
USC00411395,"CAMP VERDE, TX US",11-26-03,0,,
USC00411395,"CAMP VERDE, TX US",11-27-03,0,,
USC00411395,"CAMP VERDE, TX US",11-28-03,0,,
USC00411395,"CAMP VERDE, TX US",11-29-03,0,,
USC00411395,"CAMP VERDE, TX US",11-30-03,0,,
USC00411395,"CAMP VERDE, TX US",12-01-03,0,,
USC00411395,"CAMP VERDE, TX US",12-02-03,0,,
USC00411395,"CAMP VERDE, TX US",12-03-03,0,,
USC00411395,"CAMP VERDE, TX US",12-04-03,0,,
USC00411395,"CAMP VERDE, TX US",12-05-03,0,,
USC00411395,"CAMP VERDE, TX US",12-06-03,0,,
USC00411395,"CAMP VERDE, TX US",12-07-03,0,,
USC00411395,"CAMP VERDE, TX US",12-08-03,0,,
USC00411395,"CAMP VERDE, TX US",12-09-03,0,,
USC00411395,"CAMP VERDE, TX US",12-10-03,0,,
USC00411395,"CAMP VERDE, TX US",12-11-03,0,,
USC00411395,"CAMP VERDE, TX US",12-12-03,0,,
USC00411395,"CAMP VERDE, TX US",12-13-03,0,,
USC00411395,"CAMP VERDE, TX US",12-14-03,0,,
USC00411395,"CAMP VERDE, TX US",12-15-03,0,,
USC00411395,"CAMP VERDE, TX US",12-16-03,0,,
USC00411395,"CAMP VERDE, TX US",12-17-03,0,,
USC00411395,"CAMP VERDE, TX US",12-18-03,0,,
USC00411395,"CAMP VERDE, TX US",12-19-03,0,,
USC00411395,"CAMP VERDE, TX US",12-20-03,0,,
USC00411395,"CAMP VERDE, TX US",12-21-03,0,,
USC00411395,"CAMP VERDE, TX US",12-22-03,0,,
USC00411395,"CAMP VERDE, TX US",12-23-03,0,,
USC00411395,"CAMP VERDE, TX US",12-24-03,0,,
USC00411395,"CAMP VERDE, TX US",12-25-03,0,,
USC00411395,"CAMP VERDE, TX US",12-26-03,0,,
USC00411395,"CAMP VERDE, TX US",12-27-03,0,,
USC00411395,"CAMP VERDE, TX US",12-28-03,0.1,,
USC00411395,"CAMP VERDE, TX US",12-29-03,0,,
USC00411395,"CAMP VERDE, TX US",12-30-03,0,,
USC00411395,"CAMP VERDE, TX US",12-31-03,0,,
USC00411395,"CAMP VERDE, TX US",01-01-04,0.03,,
USC00411395,"CAMP VERDE, TX US",01-02-04,0,,
USC00411395,"CAMP VERDE, TX US",01-03-04,0,,
USC00411395,"CAMP VERDE, TX US",01-04-04,0,,
USC00411395,"CAMP VERDE, TX US",01-05-04,0,,
USC00411395,"CAMP VERDE, TX US",01-06-04,0,,
USC00411395,"CAMP VERDE, TX US",01-07-04,0,,
USC00411395,"CAMP VERDE, TX US",01-08-04,0,,
USC00411395,"CAMP VERDE, TX US",01-09-04,0,,
USC00411395,"CAMP VERDE, TX US",01-10-04,0,,
USC00411395,"CAMP VERDE, TX US",01-11-04,0,,
USC00411395,"CAMP VERDE, TX US",01-12-04,0,,
USC00411395,"CAMP VERDE, TX US",01-13-04,0,,
USC00411395,"CAMP VERDE, TX US",01-14-04,0,,
USC00411395,"CAMP VERDE, TX US",01-15-04,0.97,,
USC00411395,"CAMP VERDE, TX US",01-16-04,0.35,,
USC00411395,"CAMP VERDE, TX US",01-17-04,1.79,,
USC00411395,"CAMP VERDE, TX US",01-18-04,0,,
USC00411395,"CAMP VERDE, TX US",01-19-04,0,,
USC00411395,"CAMP VERDE, TX US",01-20-04,0,,
USC00411395,"CAMP VERDE, TX US",01-21-04,0,,
USC00411395,"CAMP VERDE, TX US",01-22-04,0,,
USC00411395,"CAMP VERDE, TX US",01-23-04,0,,
USC00411395,"CAMP VERDE, TX US",01-24-04,0.22,,
USC00411395,"CAMP VERDE, TX US",01-25-04,0.4,,
USC00411395,"CAMP VERDE, TX US",01-26-04,0,,
USC00411395,"CAMP VERDE, TX US",01-27-04,0,,
USC00411395,"CAMP VERDE, TX US",01-28-04,0,,
USC00411395,"CAMP VERDE, TX US",01-29-04,0.08,,
USC00411395,"CAMP VERDE, TX US",01-30-04,0,,
USC00411395,"CAMP VERDE, TX US",01-31-04,0,,
USC00411395,"CAMP VERDE, TX US",02-01-04,0,,
USC00411395,"CAMP VERDE, TX US",02-02-04,0,,
USC00411395,"CAMP VERDE, TX US",02-03-04,0,,
USC00411395,"CAMP VERDE, TX US",02-04-04,0.19,,
USC00411395,"CAMP VERDE, TX US",02-05-04,0.6,,
USC00411395,"CAMP VERDE, TX US",02-06-04,0,,
USC00411395,"CAMP VERDE, TX US",02-07-04,0,,
USC00411395,"CAMP VERDE, TX US",02-08-04,0,,
USC00411395,"CAMP VERDE, TX US",02-09-04,0,,
USC00411395,"CAMP VERDE, TX US",02-10-04,0.05,,
USC00411395,"CAMP VERDE, TX US",02-11-04,0.69,,
USC00411395,"CAMP VERDE, TX US",02-12-04,0,,
USC00411395,"CAMP VERDE, TX US",02-13-04,0.08,,
USC00411395,"CAMP VERDE, TX US",02-14-04,0,,
USC00411395,"CAMP VERDE, TX US",02-15-04,0,,
USC00411395,"CAMP VERDE, TX US",02-16-04,0,,
USC00411395,"CAMP VERDE, TX US",02-17-04,0,,
USC00411395,"CAMP VERDE, TX US",02-18-04,0,,
USC00411395,"CAMP VERDE, TX US",02-19-04,0,,
USC00411395,"CAMP VERDE, TX US",02-20-04,0,,
USC00411395,"CAMP VERDE, TX US",02-21-04,0,,
USC00411395,"CAMP VERDE, TX US",02-22-04,0.12,,
USC00411395,"CAMP VERDE, TX US",02-23-04,0,,
USC00411395,"CAMP VERDE, TX US",02-24-04,0.55,,
USC00411395,"CAMP VERDE, TX US",02-25-04,0.25,,
USC00411395,"CAMP VERDE, TX US",02-26-04,0.34,,
USC00411395,"CAMP VERDE, TX US",02-27-04,0,,
USC00411395,"CAMP VERDE, TX US",02-28-04,0,,
USC00411395,"CAMP VERDE, TX US",02-29-04,0,,
USC00411395,"CAMP VERDE, TX US",03-01-04,0,,
USC00411395,"CAMP VERDE, TX US",03-02-04,0,,
USC00411395,"CAMP VERDE, TX US",03-03-04,0,,
USC00411395,"CAMP VERDE, TX US",03-04-04,0.47,,
USC00411395,"CAMP VERDE, TX US",03-05-04,0,,
USC00411395,"CAMP VERDE, TX US",03-06-04,0,,
USC00411395,"CAMP VERDE, TX US",03-07-04,0,,
USC00411395,"CAMP VERDE, TX US",03-08-04,0,,
USC00411395,"CAMP VERDE, TX US",03-09-04,0,,
USC00411395,"CAMP VERDE, TX US",03-10-04,0,,
USC00411395,"CAMP VERDE, TX US",03-11-04,0,,
USC00411395,"CAMP VERDE, TX US",03-12-04,0.47,,
USC00411395,"CAMP VERDE, TX US",03-13-04,0.5,,
USC00411395,"CAMP VERDE, TX US",03-14-04,0.59,,
USC00411395,"CAMP VERDE, TX US",03-15-04,1.22,,
USC00411395,"CAMP VERDE, TX US",03-16-04,0,,
USC00411395,"CAMP VERDE, TX US",03-17-04,0,,
USC00411395,"CAMP VERDE, TX US",03-18-04,0,,
USC00411395,"CAMP VERDE, TX US",03-19-04,0,,
USC00411395,"CAMP VERDE, TX US",03-20-04,0,,
USC00411395,"CAMP VERDE, TX US",03-21-04,0,,
USC00411395,"CAMP VERDE, TX US",03-22-04,0,,
USC00411395,"CAMP VERDE, TX US",03-23-04,0,,
USC00411395,"CAMP VERDE, TX US",03-24-04,0,,
USC00411395,"CAMP VERDE, TX US",03-25-04,0,,
USC00411395,"CAMP VERDE, TX US",03-26-04,0,,
USC00411395,"CAMP VERDE, TX US",03-27-04,0,,
USC00411395,"CAMP VERDE, TX US",03-28-04,0,,
USC00411395,"CAMP VERDE, TX US",03-29-04,0,,
USC00411395,"CAMP VERDE, TX US",03-30-04,0,,
USC00411395,"CAMP VERDE, TX US",03-31-04,0,,
USC00411395,"CAMP VERDE, TX US",04-01-04,0,,
USC00411395,"CAMP VERDE, TX US",04-02-04,0,,
USC00411395,"CAMP VERDE, TX US",04-03-04,0.51,,
USC00411395,"CAMP VERDE, TX US",04-04-04,0.7,,
USC00411395,"CAMP VERDE, TX US",04-05-04,0,,
USC00411395,"CAMP VERDE, TX US",04-06-04,1.97,,
USC00411395,"CAMP VERDE, TX US",04-07-04,0.35,,
USC00411395,"CAMP VERDE, TX US",04-08-04,0,,
USC00411395,"CAMP VERDE, TX US",04-09-04,0,,
USC00411395,"CAMP VERDE, TX US",04-10-04,0,,
USC00411395,"CAMP VERDE, TX US",04-11-04,1.37,,
USC00411395,"CAMP VERDE, TX US",04-12-04,0.11,,
USC00411395,"CAMP VERDE, TX US",04-13-04,0,,
USC00411395,"CAMP VERDE, TX US",04-14-04,0,,
USC00411395,"CAMP VERDE, TX US",04-15-04,0,,
USC00411395,"CAMP VERDE, TX US",04-16-04,0,,
USC00411395,"CAMP VERDE, TX US",04-17-04,0,,
USC00411395,"CAMP VERDE, TX US",04-18-04,0,,
USC00411395,"CAMP VERDE, TX US",04-19-04,0,,
USC00411395,"CAMP VERDE, TX US",04-20-04,0,,
USC00411395,"CAMP VERDE, TX US",04-21-04,0,,
USC00411395,"CAMP VERDE, TX US",04-22-04,0,,
USC00411395,"CAMP VERDE, TX US",04-23-04,0,,
USC00411395,"CAMP VERDE, TX US",04-24-04,0.97,,
USC00411395,"CAMP VERDE, TX US",04-25-04,0.83,,
USC00411395,"CAMP VERDE, TX US",04-26-04,0.26,,
USC00411395,"CAMP VERDE, TX US",04-27-04,0,,
USC00411395,"CAMP VERDE, TX US",04-28-04,0,,
USC00411395,"CAMP VERDE, TX US",04-29-04,0.8,,
USC00411395,"CAMP VERDE, TX US",04-30-04,0.7,,
USC00411395,"CAMP VERDE, TX US",05-01-04,0.21,,
USC00411395,"CAMP VERDE, TX US",05-02-04,0,,
USC00411395,"CAMP VERDE, TX US",05-03-04,0,,
USC00411395,"CAMP VERDE, TX US",05-04-04,0,,
USC00411395,"CAMP VERDE, TX US",05-05-04,0,,
USC00411395,"CAMP VERDE, TX US",05-06-04,0,,
USC00411395,"CAMP VERDE, TX US",05-07-04,0,,
USC00411395,"CAMP VERDE, TX US",05-08-04,0,,
USC00411395,"CAMP VERDE, TX US",05-09-04,0,,
USC00411395,"CAMP VERDE, TX US",05-10-04,0,,
USC00411395,"CAMP VERDE, TX US",05-11-04,0,,
USC00411395,"CAMP VERDE, TX US",05-12-04,0,,
USC00411395,"CAMP VERDE, TX US",05-13-04,0,,
USC00411395,"CAMP VERDE, TX US",05-14-04,0.77,,
USC00411395,"CAMP VERDE, TX US",05-15-04,0,,
USC00411395,"CAMP VERDE, TX US",05-16-04,0,,
USC00411395,"CAMP VERDE, TX US",05-17-04,0,,
USC00411395,"CAMP VERDE, TX US",05-18-04,0,,
USC00411395,"CAMP VERDE, TX US",05-19-04,0,,
USC00411395,"CAMP VERDE, TX US",05-20-04,0,,
USC00411395,"CAMP VERDE, TX US",05-21-04,0,,
USC00411395,"CAMP VERDE, TX US",05-22-04,0,,
USC00411395,"CAMP VERDE, TX US",05-23-04,0,,
USC00411395,"CAMP VERDE, TX US",05-24-04,0,,
USC00411395,"CAMP VERDE, TX US",05-25-04,0,,
USC00411395,"CAMP VERDE, TX US",05-26-04,0,,
USC00411395,"CAMP VERDE, TX US",05-27-04,0,,
USC00411395,"CAMP VERDE, TX US",05-28-04,0,,
USC00411395,"CAMP VERDE, TX US",05-29-04,0,,
USC00411395,"CAMP VERDE, TX US",05-30-04,0,,
USC00411395,"CAMP VERDE, TX US",05-31-04,0,,
USC00411395,"CAMP VERDE, TX US",06-01-04,0,,
USC00411395,"CAMP VERDE, TX US",06-02-04,0,,
USC00411395,"CAMP VERDE, TX US",06-03-04,0,,
USC00411395,"CAMP VERDE, TX US",06-04-04,0,,
USC00411395,"CAMP VERDE, TX US",06-05-04,0,,
USC00411395,"CAMP VERDE, TX US",06-06-04,0,,
USC00411395,"CAMP VERDE, TX US",06-07-04,0,,
USC00411395,"CAMP VERDE, TX US",06-08-04,1.47,,
USC00411395,"CAMP VERDE, TX US",06-09-04,1.86,,
USC00411395,"CAMP VERDE, TX US",06-10-04,1.36,,
USC00411395,"CAMP VERDE, TX US",06-11-04,0,,
USC00411395,"CAMP VERDE, TX US",06-12-04,0,,
USC00411395,"CAMP VERDE, TX US",06-13-04,0.66,,
USC00411395,"CAMP VERDE, TX US",06-14-04,0,,
USC00411395,"CAMP VERDE, TX US",06-15-04,0,,
USC00411395,"CAMP VERDE, TX US",06-16-04,0,,
USC00411395,"CAMP VERDE, TX US",06-17-04,0,,
USC00411395,"CAMP VERDE, TX US",06-18-04,0,,
